Trial,Block,Conflict,Trial_Type,Cue_Valence,Optimal_Action,Agent_Choice,Agent_Reward,Correct
16045,B4_LC,PC,GW,1,1,1.0,1.0,1
16046,B4_LC,PI,GAL,-1,1,1.0,0.0,1
16047,B4_LC,PC,NAL,-1,0,1.0,-1.0,0
16048,B4_LC,PC,GW,1,1,1.0,1.0,1
16049,B4_LC,PC,NAL,-1,0,0.0,0.0,1
16050,B4_LC,PI,NW,1,0,0.0,1.0,1
16051,B4_LC,PC,NAL,-1,0,0.0,0.0,1
16052,B4_LC,PI,NW,1,0,1.0,0.0,0
16053,B4_LC,PC,NAL,-1,0,0.0,0.0,1
16054,B4_LC,PC,GW,1,1,1.0,1.0,1
16055,B4_LC,PI,GAL,-1,1,1.0,0.0,1
16056,B4_LC,PI,NW,1,0,1.0,0.0,0
16057,B4_LC,PI,GAL,-1,1,1.0,0.0,1
16058,B4_LC,PC,NAL,-1,0,0.0,0.0,1
16059,B4_LC,PC,GW,1,1,1.0,1.0,1
16060,B4_LC,PC,GW,1,1,1.0,1.0,1
16061,B4_LC,PC,NAL,-1,0,0.0,0.0,1
16062,B4_LC,PI,GAL,-1,1,1.0,0.0,1
16063,B4_LC,PI,NW,1,0,0.0,1.0,1
16064,B4_LC,PI,GAL,-1,1,1.0,0.0,1
16065,B4_LC,PI,NW,1,0,0.0,1.0,1
16066,B4_LC,PC,NAL,-1,0,0.0,0.0,1
