subjID	cue	keyPressed	outcome
210241	3	0	0
210241	3	0	0
210241	3	0	0
210241	3	1	-1
210241	3	0	0
210241	3	0	0
210241	3	0	0
210241	3	0	1
210241	3	0	0
210241	3	0	0
210241	3	0	0
210241	3	0	0
210241	3	0	0
210241	3	0	0
210241	3	0	0
210241	3	0	0
210241	3	0	0
210241	3	0	1
210241	3	0	1
210241	3	0	0
210306	3	1	0
210306	3	1	-1
210306	3	0	0
210306	3	1	0
210306	3	0	0
210306	3	0	0
210306	3	1	-1
210306	3	0	1
210306	3	0	0
210306	3	0	0
210306	3	1	0
210306	3	1	0
210306	3	0	0
210306	3	0	1
210306	3	0	0
210306	3	0	1
210306	3	0	1
210306	3	1	-1
210306	3	0	0
210306	3	1	-1
210311	3	1	-1
210311	3	0	1
210311	3	0	1
210311	3	1	-1
210311	3	1	-1
210311	3	0	0
210311	3	0	1
210311	3	0	0
210311	3	0	0
210311	3	0	1
210311	3	0	1
210311	3	0	0
210311	3	0	0
210311	3	0	0
210311	3	0	0
210311	3	0	0
210311	3	0	0
210311	3	0	0
210311	3	0	0
210311	3	0	0
210578	3	1	-1
210578	3	1	-1
210578	3	0	0
210578	3	0	0
210578	3	1	-1
210578	3	1	-1
210578	3	0	0
210578	3	0	0
210578	3	0	1
210578	3	0	1
210578	3	0	0
210578	3	0	0
210578	3	1	-1
210578	3	1	-1
210578	3	1	-1
210578	3	1	-1
210578	3	0	0
210578	3	0	0
210578	3	1	-1
210578	3	1	-1
210578	3	0	0
210578	3	0	0
210578	3	0	0
210578	3	0	0
210578	3	0	0
210578	3	0	0
210578	3	0	0
210578	3	0	0
210578	3	0	0
210578	3	0	0
210578	3	0	0
210578	3	0	0
210578	3	0	0
210578	3	0	0
210578	3	0	0
210578	3	0	0
210578	3	0	0
210578	3	0	0
210578	3	0	1
210578	3	0	1
210578	3	0	0
210578	3	0	0
210578	3	0	0
210578	3	0	0
210578	3	0	0
210578	3	0	0
210578	3	0	1
210578	3	0	1
210578	3	1	-1
210578	3	1	-1
210916	3	0	0
210916	3	1	-1
210916	3	1	0
210916	3	0	0
210916	3	1	-1
210916	3	1	0
210916	3	1	-1
210916	3	0	1
210916	3	0	0
210916	3	1	-1
210916	3	1	-1
210916	3	1	-1
210916	3	1	-1
210916	3	0	1
210916	3	0	0
210916	3	0	1
210916	3	0	0
210916	3	0	0
210916	3	0	0
210916	3	1	-1
210931	3	0	0
210931	3	0	0
210931	3	0	0
210931	3	0	0
210931	3	0	1
210931	3	1	-1
210931	3	1	-1
210931	3	0	0
210931	3	0	0
210931	3	1	-1
210931	3	0	0
210931	3	0	0
210931	3	0	1
210931	3	0	0
210931	3	0	0
210931	3	1	-1
210931	3	1	0
210931	3	1	-1
210931	3	0	0
210931	3	1	0
210931	3	1	-1
210931	3	0	0
210931	3	0	0
210931	3	0	0
210931	3	0	0
211169	3	0	0
211169	3	0	0
211169	3	0	1
211169	3	0	0
211169	3	0	0
211169	3	1	0
211169	3	0	0
211169	3	0	0
211169	3	1	-1
211169	3	1	-1
211169	3	0	0
211169	3	1	-1
211169	3	0	0
211169	3	1	-1
211169	3	0	1
211169	3	1	-1
211169	3	1	-1
211169	3	0	1
211169	3	1	-1
211169	3	1	-1
211169	3	1	-1
211169	3	0	0
211169	3	0	0
211169	3	0	0
211169	3	0	0
220088	3	0	0
220088	3	0	1
220088	3	1	0
220088	3	1	-1
220088	3	0	1
220088	3	0	1
220088	3	1	-1
220088	3	0	0
220088	3	1	-1
220088	3	1	-1
220088	3	0	1
220088	3	0	0
220088	3	1	-1
220088	3	1	-1
220088	3	1	-1
220088	3	1	0
220088	3	0	1
220088	3	0	0
220088	3	1	0
220088	3	1	-1
220245	3	1	0
220245	3	1	-1
220245	3	1	-1
220245	3	1	-1
220245	3	1	-1
220245	3	0	0
220245	3	0	0
220245	3	1	-1
220245	3	0	0
220245	3	0	0
220245	3	1	-1
220245	3	0	0
220245	3	1	-1
220245	3	1	-1
220245	3	1	-1
220245	3	1	-1
220245	3	1	-1
220245	3	0	1
220245	3	0	0
220245	3	1	-1
220317	3	0	1
220317	3	0	0
220317	3	0	0
220317	3	1	-1
220317	3	1	-1
220317	3	1	-1
220317	3	0	0
220317	3	0	0
220317	3	1	0
220317	3	1	-1
220317	3	1	-1
220317	3	1	-1
220317	3	0	1
220317	3	0	0
220317	3	0	1
220317	3	1	0
220317	3	0	0
220317	3	1	-1
220317	3	1	-1
220317	3	0	0
220328	3	1	0
220328	3	1	-1
220328	3	1	-1
220328	3	1	-1
220328	3	1	-1
220328	3	1	0
220328	3	1	-1
220328	3	1	-1
220328	3	1	-1
220328	3	1	-1
220328	3	0	0
220328	3	0	1
220328	3	1	0
220328	3	1	-1
220328	3	0	0
220328	3	1	-1
220328	3	1	0
220328	3	1	-1
220328	3	1	0
220328	3	1	-1
220352	3	1	-1
220352	3	1	-1
220352	3	1	-1
220352	3	0	0
220352	3	0	1
220352	3	1	-1
220352	3	0	0
220352	3	0	0
220352	3	0	0
220352	3	0	0
220352	3	0	0
220352	3	0	0
220352	3	1	0
220352	3	0	0
220352	3	0	0
220352	3	0	0
220352	3	1	-1
220352	3	0	0
220352	3	1	-1
220352	3	0	0
220352	3	1	-1
220352	3	1	-1
220352	3	0	0
220352	3	0	0
220352	3	0	0
220493	3	1	0
220493	3	1	0
220493	3	0	0
220493	3	1	-1
220493	3	0	0
220493	3	1	-1
220493	3	1	-1
220493	3	1	-1
220493	3	1	-1
220493	3	0	1
220493	3	1	-1
220493	3	1	-1
220493	3	0	0
220493	3	1	-1
220493	3	1	-1
220493	3	1	-1
220493	3	0	0
220493	3	1	-1
220493	3	0	0
220493	3	0	1
220493	3	0	0
220493	3	0	0
220493	3	0	0
220493	3	0	0
220493	3	0	0
220500	3	0	0
220500	3	1	-1
220500	3	0	0
220500	3	1	-1
220500	3	1	-1
220500	3	1	0
220500	3	0	0
220500	3	0	1
220500	3	1	-1
220500	3	0	0
220500	3	0	0
220500	3	1	-1
220500	3	1	0
220500	3	1	-1
220500	3	1	-1
220500	3	1	0
220500	3	1	0
220500	3	1	-1
220500	3	1	-1
220500	3	1	-1
220550	3	0	0
220550	3	1	-1
220550	3	0	0
220550	3	1	0
220550	3	1	0
220550	3	1	0
220550	3	0	0
220550	3	1	-1
220550	3	0	1
220550	3	1	-1
220550	3	1	-1
220550	3	0	0
220550	3	1	-1
220550	3	1	-1
220550	3	1	-1
220550	3	1	0
220550	3	1	0
220550	3	1	0
220550	3	1	-1
220550	3	0	0
220583	3	0	1
220583	3	0	0
220583	3	0	0
220583	3	1	-1
220583	3	0	1
220583	3	0	0
220583	3	0	0
220583	3	0	1
220583	3	0	0
220583	3	0	0
220583	3	0	0
220583	3	0	0
220583	3	0	0
220583	3	0	1
220583	3	0	0
220583	3	0	0
220583	3	0	0
220583	3	0	1
220583	3	0	0
220583	3	0	0
220583	3	0	0
220583	3	0	0
220583	3	0	0
220583	3	0	0
220583	3	0	1
220613	3	0	0
220613	3	1	0
220613	3	1	0
220613	3	1	-1
220613	3	0	1
220613	3	1	-1
220613	3	1	-1
220613	3	0	1
220613	3	1	-1
220613	3	0	0
220613	3	1	-1
220613	3	0	0
220613	3	1	-1
220613	3	0	1
220613	3	1	-1
220613	3	1	-1
220613	3	1	-1
220613	3	0	0
220613	3	0	0
220613	3	1	-1
220961	3	0	0
220961	3	0	0
220961	3	0	0
220961	3	0	0
220961	3	0	0
220961	3	0	1
220961	3	0	0
220961	3	0	0
220961	3	0	0
220961	3	0	1
220961	3	0	0
220961	3	0	0
220961	3	0	0
220961	3	0	0
220961	3	0	0
220961	3	0	0
220961	3	0	0
220961	3	0	0
220961	3	0	1
220961	3	0	0
221140	3	0	1
221140	3	1	-1
221140	3	1	-1
221140	3	1	-1
221140	3	0	0
221140	3	0	0
221140	3	0	1
221140	3	0	0
221140	3	1	-1
221140	3	1	-1
221140	3	0	0
221140	3	0	1
221140	3	0	1
221140	3	1	-1
221140	3	1	-1
221140	3	0	0
221140	3	0	1
221140	3	1	-1
221140	3	0	0
221140	3	0	0
221140	3	0	0
221140	3	0	0
221140	3	1	-1
221140	3	0	0
221140	3	0	0
221217	3	1	0
221217	3	0	1
221217	3	0	0
221217	3	1	-1
221217	3	1	-1
221217	3	1	-1
221217	3	0	0
221217	3	1	-1
221217	3	0	1
221217	3	1	-1
221217	3	1	-1
221217	3	0	0
221217	3	1	-1
221217	3	1	-1
221217	3	1	0
221217	3	0	1
221217	3	0	1
221217	3	1	-1
221217	3	0	0
221217	3	0	0
230081	3	0	0
230081	3	0	0
230081	3	0	0
230081	3	0	0
230081	3	0	0
230081	3	0	0
230081	3	0	0
230081	3	0	0
230081	3	0	1
230081	3	0	0
230081	3	1	-1
230081	3	0	1
230081	3	1	-1
230081	3	0	0
230081	3	1	0
230081	3	0	0
230081	3	1	-1
230081	3	1	-1
230081	3	1	-1
230081	3	1	-1
230081	3	0	0
230081	3	0	0
230081	3	0	0
230081	3	1	-1
230081	3	1	-1
240070	3	1	-1
240070	3	1	-1
240070	3	1	-1
240070	3	1	-1
240070	3	1	-1
240070	3	1	-1
240070	3	1	-1
240070	3	1	-1
240070	3	1	-1
240070	3	1	-1
240070	3	1	0
240070	3	0	1
240070	3	0	0
240070	3	1	-1
240070	3	0	0
240070	3	1	-1
240070	3	1	-1
240070	3	0	0
240070	3	1	-1
240070	3	1	-1
240070	3	0	0
240070	3	1	0
240070	3	1	-1
240070	3	1	-1
240070	3	0	0
240084	3	0	1
240084	3	0	0
240084	3	0	0
240084	3	0	0
240084	3	0	0
240084	3	0	0
240084	3	0	0
240084	3	0	0
240084	3	0	0
240084	3	0	0
240084	3	0	0
240084	3	0	0
240084	3	0	0
240084	3	0	0
240084	3	1	-1
240084	3	0	0
240084	3	0	0
240084	3	0	0
240084	3	0	0
240084	3	0	1
240084	3	0	0
240084	3	0	0
240084	3	0	0
240084	3	0	0
240084	3	0	1
240134	3	1	-1
240134	3	0	0
240134	3	1	0
240134	3	1	0
240134	3	1	-1
240134	3	1	-1
240134	3	1	-1
240134	3	0	0
240134	3	1	-1
240134	3	0	0
240134	3	0	0
240134	3	0	0
240134	3	0	0
240134	3	1	0
240134	3	0	0
240134	3	1	0
