subjID	cue	keyPressed	outcome
23871	1	1	1
23871	1	1	1
23871	1	1	1
23871	1	1	1
23871	1	1	1
23871	1	1	1
23871	1	1	1
23871	1	1	1
23871	1	1	1
23871	1	1	1
23871	1	1	1
23871	1	1	1
23871	1	1	1
23871	1	1	1
23871	1	1	1
23871	1	1	1
23871	1	1	1
23871	1	1	1
23871	1	1	0
23871	1	1	1
23871	1	1	1
23871	1	1	1
23871	1	1	0
23871	1	1	1
23871	1	1	1
210050	1	1	1
210050	1	1	1
210050	1	1	1
210050	1	1	1
210050	1	1	0
210050	1	1	1
210050	1	0	-1
210050	1	1	1
210050	1	0	0
210050	1	1	1
210050	1	1	1
210050	1	1	1
210050	1	1	1
210050	1	1	1
210050	1	1	1
210050	1	1	1
210050	1	1	1
210050	1	1	1
210050	1	0	0
210050	1	1	1
210347	1	1	0
210347	1	0	0
210347	1	0	-1
210347	1	0	0
210347	1	1	1
210347	1	1	1
210347	1	1	0
210347	1	1	1
210347	1	1	1
210347	1	1	0
210347	1	1	1
210347	1	1	1
210347	1	1	1
210347	1	1	1
210347	1	1	1
210347	1	1	1
210347	1	1	1
210347	1	1	1
210347	1	1	1
210347	1	1	1
210460	1	1	1
210460	1	1	1
210460	1	1	1
210460	1	1	1
210460	1	1	1
210460	1	1	1
210460	1	0	0
210460	1	1	0
210460	1	1	1
210460	1	1	1
210460	1	1	1
210460	1	1	1
210460	1	1	0
210460	1	1	1
210460	1	1	1
210460	1	1	1
210460	1	1	1
210460	1	1	1
210460	1	1	0
210460	1	1	1
210460	1	1	1
210460	1	1	0
210460	1	1	1
210460	1	1	1
210460	1	1	1
210483	1	1	0
210483	1	1	1
210483	1	1	1
210483	1	1	1
210483	1	1	1
210483	1	1	1
210483	1	1	1
210483	1	1	1
210483	1	1	1
210483	1	1	1
210483	1	1	1
210483	1	0	0
210483	1	0	0
210483	1	1	1
210483	1	1	1
210483	1	0	0
210483	1	1	1
210483	1	1	1
210483	1	1	1
210483	1	1	1
220109	1	1	1
220109	1	1	0
220109	1	1	1
220109	1	1	0
220109	1	1	1
220109	1	1	0
220109	1	1	1
220109	1	1	1
220109	1	1	1
220109	1	1	1
220109	1	1	1
220109	1	1	1
220109	1	1	1
220109	1	1	1
220109	1	1	0
220109	1	1	1
220109	1	1	1
220109	1	1	1
220109	1	0	0
220109	1	1	1
220218	1	1	0
220218	1	1	1
220218	1	1	1
220218	1	1	1
220218	1	1	1
220218	1	1	1
220218	1	1	0
220218	1	1	1
220218	1	1	1
220218	1	1	1
220218	1	1	1
220218	1	1	1
220218	1	1	1
220218	1	1	0
220218	1	1	1
220218	1	1	1
220218	1	1	1
220218	1	1	1
220218	1	1	1
220218	1	1	1
220218	1	1	1
220218	1	1	1
220218	1	1	0
220218	1	1	1
220218	1	1	1
220232	1	1	1
220232	1	1	0
220232	1	0	0
220232	1	1	1
220232	1	0	-1
220232	1	1	1
220232	1	1	1
220232	1	1	1
220232	1	1	1
220232	1	1	0
220232	1	1	1
220232	1	1	1
220232	1	1	1
220232	1	1	1
220232	1	1	1
220232	1	1	0
220232	1	1	1
220232	1	1	1
220232	1	1	1
220232	1	1	0
220232	1	1	0
220232	1	1	1
220232	1	1	1
220232	1	1	1
220232	1	1	1
220333	1	1	1
220333	1	1	0
220333	1	1	1
220333	1	1	1
220333	1	1	1
220333	1	1	1
220333	1	1	1
220333	1	1	0
220333	1	1	0
220333	1	1	1
220333	1	1	1
220333	1	1	1
220333	1	1	0
220333	1	1	1
220333	1	1	1
220333	1	1	1
220333	1	1	1
220333	1	1	1
220333	1	1	0
220333	1	1	1
220333	1	1	1
220333	1	1	1
220333	1	1	1
220333	1	1	1
220333	1	1	1
220413	1	1	0
220413	1	1	1
220413	1	1	1
220413	1	1	1
220413	1	1	1
220413	1	1	1
220413	1	1	1
220413	1	1	0
220413	1	1	1
220413	1	1	1
220413	1	1	0
220413	1	1	0
220413	1	1	1
220413	1	1	1
220413	1	1	1
220413	1	1	1
220413	1	1	0
220413	1	1	1
220413	1	1	0
220413	1	1	1
220413	1	1	1
220413	1	1	1
220413	1	1	1
220413	1	1	1
220413	1	1	1
220519	1	1	1
220519	1	1	1
220519	1	1	1
220519	1	1	1
220519	1	1	0
220519	1	1	1
220519	1	1	1
220519	1	1	1
220519	1	1	0
220519	1	1	1
220519	1	1	1
220519	1	1	0
220519	1	1	1
220519	1	1	1
220519	1	1	1
220519	1	1	1
220519	1	1	1
220519	1	1	0
220519	1	1	1
220519	1	1	1
220705	1	1	1
220705	1	1	0
220705	1	1	0
220705	1	1	1
220705	1	1	1
220705	1	1	1
220705	1	1	1
220705	1	0	-1
220705	1	1	1
220705	1	0	0
220705	1	1	1
220705	1	1	1
220705	1	1	0
220705	1	1	1
220705	1	1	1
220705	1	0	-1
220705	1	1	1
220705	1	1	1
220705	1	1	1
220705	1	1	1
220705	1	0	0
220705	1	1	1
220705	1	0	0
220705	1	1	0
220705	1	1	1
220867	1	1	1
220867	1	1	1
220867	1	1	0
220867	1	1	0
220867	1	0	0
220867	1	0	0
220867	1	0	0
220867	1	0	0
220867	1	0	0
220867	1	0	0
220867	1	1	1
220867	1	1	1
220867	1	1	1
220867	1	1	1
220867	1	1	1
220867	1	1	1
220867	1	1	1
220867	1	1	1
220867	1	1	1
220867	1	1	1
220867	1	1	1
220867	1	1	1
220867	1	1	1
220867	1	1	1
220867	1	1	1
220867	1	1	1
220867	1	1	1
220867	1	1	1
220867	1	1	1
220867	1	1	1
220867	1	1	1
220867	1	1	1
220867	1	1	1
220867	1	1	1
220867	1	1	0
220867	1	1	0
220867	1	1	1
220867	1	1	1
220867	1	1	0
220867	1	1	0
220867	1	1	1
220867	1	1	1
220867	1	1	1
220867	1	1	1
220867	1	1	0
220867	1	1	0
220867	1	1	1
220867	1	1	1
220867	1	1	1
220867	1	1	1
220910	1	1	1
220910	1	1	0
220910	1	1	1
220910	1	1	1
220910	1	1	1
220910	1	1	1
220910	1	1	1
220910	1	1	1
220910	1	1	1
220910	1	1	1
220910	1	1	1
220910	1	1	1
220910	1	1	1
220910	1	1	1
220910	1	1	1
220910	1	1	1
220910	1	1	1
220910	1	1	0
220910	1	1	1
220910	1	1	1
220910	1	1	1
220910	1	1	1
220910	1	1	0
220910	1	1	1
220910	1	1	1
220933	1	1	1
220933	1	1	1
220933	1	1	1
220933	1	1	0
220933	1	1	1
220933	1	1	1
220933	1	1	1
220933	1	1	1
220933	1	1	1
220933	1	1	1
220933	1	1	1
220933	1	1	1
220933	1	1	1
220933	1	1	1
220933	1	1	1
220933	1	1	1
220933	1	1	1
220933	1	1	1
220933	1	1	1
220933	1	1	1
221013	1	1	1
221013	1	1	0
221013	1	1	1
221013	1	1	1
221013	1	0	0
221013	1	0	-1
221013	1	1	1
221013	1	0	0
221013	1	1	1
221013	1	0	0
221013	1	0	0
221013	1	1	1
221013	1	1	1
221013	1	1	1
221013	1	1	1
221013	1	1	1
221013	1	0	0
221013	1	1	1
221013	1	1	1
221013	1	1	0
221067	1	1	1
221067	1	0	0
221067	1	1	1
221067	1	1	0
221067	1	1	0
221067	1	1	1
221067	1	1	1
221067	1	0	0
221067	1	1	1
221067	1	1	1
221067	1	1	0
221067	1	1	1
221067	1	0	0
221067	1	1	0
221067	1	1	0
221067	1	1	1
221067	1	1	1
221067	1	1	0
221067	1	1	1
221067	1	1	1
221151	1	0	0
221151	1	0	0
221151	1	0	0
221151	1	1	1
221151	1	1	1
221151	1	1	1
221151	1	1	1
221151	1	1	0
221151	1	1	1
221151	1	1	0
221151	1	1	1
221151	1	1	0
221151	1	1	0
221151	1	1	0
221151	1	1	0
221151	1	1	0
221151	1	1	0
221151	1	1	1
221151	1	1	0
221151	1	1	1
230118	1	1	1
230118	1	1	1
230118	1	1	0
230118	1	1	1
230118	1	1	1
230118	1	1	1
230118	1	1	0
230118	1	1	1
230118	1	1	0
230118	1	1	0
230118	1	1	1
230118	1	1	1
230118	1	1	1
230118	1	1	1
230118	1	1	1
230118	1	1	1
230118	1	1	1
230118	1	1	1
230118	1	1	0
230118	1	1	1
230118	1	1	0
230118	1	1	1
230118	1	1	1
230118	1	1	1
230118	1	1	1
230227	1	1	1
230227	1	1	0
230227	1	1	1
230227	1	1	1
230227	1	1	1
230227	1	1	1
230227	1	1	1
230227	1	1	1
230227	1	1	1
230227	1	1	0
230227	1	1	1
230227	1	1	1
230227	1	1	1
230227	1	1	1
230227	1	1	1
230227	1	1	0
230227	1	1	1
230227	1	1	1
230227	1	1	1
230227	1	1	1
230227	1	1	0
230227	1	1	0
230227	1	1	1
230227	1	1	1
230227	1	1	1
230555	1	1	1
230555	1	1	1
230555	1	1	1
230555	1	1	1
230555	1	1	1
230555	1	1	1
230555	1	1	1
230555	1	1	1
230555	1	1	0
230555	1	1	1
230555	1	1	0
230555	1	1	1
230555	1	1	1
230555	1	1	1
230555	1	1	1
230555	1	1	0
230555	1	1	1
230555	1	1	1
230555	1	1	1
230555	1	0	-1
230555	1	1	1
230555	1	1	1
230555	1	1	1
230555	1	1	1
230555	1	1	0
230791	1	1	1
230791	1	1	1
230791	1	1	1
230791	1	1	1
230791	1	1	1
230791	1	1	1
230791	1	1	1
230791	1	1	1
230791	1	1	1
230791	1	1	1
230791	1	1	1
230791	1	1	0
230791	1	1	1
230791	1	0	0
230791	1	1	1
230791	1	1	1
230791	1	1	0
230791	1	1	1
230791	1	1	1
230791	1	1	1
230791	1	0	0
230791	1	0	0
230791	1	1	1
230791	1	1	1
230791	1	1	1
231016	1	1	0
231016	1	1	0
231016	1	1	1
231016	1	1	1
231016	1	1	0
231016	1	1	1
231016	1	1	1
231016	1	1	1
231016	1	1	1
231016	1	1	1
231016	1	1	0
231016	1	1	1
231016	1	0	0
231016	1	1	1
231016	1	1	1
231016	1	1	1
231016	1	0	-1
231016	1	1	0
231016	1	1	1
231016	1	0	0
231016	1	1	1
231016	1	1	1
231016	1	0	0
231016	1	1	0
231016	1	1	1
231146	1	1	1
231146	1	1	0
231146	1	1	1
231146	1	1	1
231146	1	1	1
231146	1	1	1
231146	1	1	1
231146	1	1	1
231146	1	1	1
231146	1	1	1
231146	1	1	1
231146	1	1	1
231146	1	1	1
231146	1	1	0
231146	1	1	1
231146	1	1	1
231146	1	1	1
231146	1	1	1
231146	1	1	1
231146	1	1	1
231146	1	1	0
231146	1	1	1
231146	1	1	1
231146	1	1	1
231146	1	1	1
240135	1	1	0
240135	1	1	1
240135	1	1	1
240135	1	1	1
240135	1	1	1
240135	1	1	1
240135	1	1	1
240135	1	1	1
240135	1	1	1
240135	1	1	1
240135	1	1	1
240135	1	1	1
240135	1	1	0
240135	1	1	1
240135	1	1	1
240135	1	1	0
240135	1	1	1
240135	1	1	1
240135	1	1	1
240135	1	1	1
240135	1	1	1
240135	1	1	1
240135	1	1	1
240135	1	1	1
240135	1	1	1
240231	1	1	1
240231	1	1	1
240231	1	1	1
240231	1	1	1
240231	1	1	1
240231	1	1	1
240231	1	1	1
240231	1	1	1
240231	1	1	0
240231	1	1	0
240231	1	1	1
240231	1	1	1
240231	1	1	1
240231	1	1	1
240231	1	1	1
240231	1	1	1
240231	1	1	1
240231	1	1	1
240231	1	1	1
240231	1	1	0
240231	1	1	1
240231	1	1	0
240231	1	1	1
240231	1	0	0
240231	1	0	-1
240360	1	1	1
240360	1	1	0
240360	1	1	0
240360	1	1	1
240360	1	1	1
240360	1	1	1
240360	1	1	1
240360	1	1	1
240360	1	1	0
240360	1	1	1
240360	1	1	1
240360	1	1	1
240360	1	1	1
240360	1	1	1
240360	1	1	1
240360	1	1	1
240360	1	1	0
240360	1	1	0
240360	1	1	1
240360	1	1	1
240558	1	0	0
240558	1	1	1
240558	1	0	0
240558	1	1	1
240558	1	1	1
240558	1	1	1
240558	1	0	0
240558	1	1	1
240558	1	0	0
240558	1	1	1
240558	1	1	1
240558	1	1	1
240558	1	1	1
240558	1	0	0
240558	1	1	1
240558	1	1	1
240558	1	1	0
240558	1	1	0
240558	1	0	0
240558	1	1	0
240558	1	1	1
240558	1	1	0
240558	1	0	-1
240558	1	1	1
240558	1	1	1
240997	1	1	1
240997	1	1	0
240997	1	1	0
240997	1	1	0
240997	1	1	1
240997	1	1	1
240997	1	1	1
240997	1	1	1
240997	1	1	1
240997	1	1	1
240997	1	1	1
240997	1	1	0
240997	1	1	1
240997	1	1	1
240997	1	1	1
240997	1	1	0
240997	1	1	1
240997	1	1	1
240997	1	1	1
240997	1	1	1
241014	1	1	1
241014	1	1	1
241014	1	1	1
241014	1	1	1
241014	1	1	1
241014	1	1	1
241014	1	1	1
241014	1	1	1
241014	1	1	1
241014	1	1	0
241014	1	0	0
241014	1	1	1
241014	1	0	0
241014	1	1	1
241014	1	1	1
241014	1	1	1
241014	1	1	1
241014	1	1	1
241014	1	1	1
241014	1	1	1
241039	1	1	0
241039	1	1	1
241039	1	1	1
241039	1	1	1
241039	1	1	1
241039	1	1	1
241039	1	1	1
241039	1	1	1
241039	1	1	1
241039	1	1	1
241039	1	1	1
241039	1	1	1
241039	1	1	1
241039	1	1	1
241039	1	1	1
241039	1	1	0
241039	1	1	1
241039	1	1	1
241039	1	1	1
241039	1	1	1
241039	1	1	0
241039	1	1	1
241039	1	1	1
241039	1	1	1
241039	1	1	1
241064	1	1	1
241064	1	1	1
241064	1	1	1
241064	1	1	1
241064	1	1	1
241064	1	1	1
241064	1	1	1
241064	1	1	1
241064	1	1	0
241064	1	1	0
241064	1	1	1
241064	1	1	1
241064	1	1	0
241064	1	1	1
241064	1	1	1
241064	1	1	1
241064	1	1	0
241064	1	1	1
241064	1	1	1
241064	1	1	1
21111404	1	1	1
21111404	1	1	1
21111404	1	1	1
21111404	1	1	1
21111404	1	1	1
21111404	1	1	1
21111404	1	1	1
21111404	1	1	1
21111404	1	1	1
21111404	1	1	1
21111404	1	1	1
21111404	1	1	0
21111404	1	1	0
21111404	1	1	1
21111404	1	1	1
21111404	1	1	1
21111404	1	1	1
21111404	1	1	1
21111404	1	1	1
21111404	1	1	0
21111404	1	1	1
21111404	1	1	1
21111404	1	1	1
21111404	1	1	1
21111404	1	1	0
231080107	1	1	1
231080107	1	1	0
231080107	1	1	1
231080107	1	1	1
231080107	1	1	0
231080107	1	1	1
231080107	1	0	0
231080107	1	1	1
231080107	1	1	1
231080107	1	0	0
231080107	1	1	0
231080107	1	1	1
231080107	1	1	1
231080107	1	1	1
231080107	1	1	1
231080107	1	1	1
231080107	1	1	1
231080107	1	1	1
231080107	1	1	1
231080107	1	1	1
231080108	1	1	0
231080108	1	0	0
231080108	1	1	1
231080108	1	0	0
231080108	1	1	1
231080108	1	0	0
231080108	1	0	-1
231080108	1	1	0
231080108	1	1	1
231080108	1	1	0
231080108	1	1	1
231080108	1	1	1
231080108	1	1	1
231080108	1	0	-1
231080108	1	0	0
231080108	1	1	1
231080108	1	1	1
231080108	1	1	0
231080108	1	1	0
231080108	1	1	1
231080108	1	1	1
231080108	1	1	1
231080108	1	1	1
231080108	1	1	1
231080108	1	0	0
241010405	1	1	1
241010405	1	1	1
241010405	1	1	1
241010405	1	1	0
241010405	1	1	1
241010405	1	1	1
241010405	1	1	1
241010405	1	1	0
241010405	1	1	1
241010405	1	1	1
241010405	1	1	1
241010405	1	1	1
241010405	1	1	1
241010405	1	1	1
241010405	1	1	1
241010405	1	1	1
241010405	1	1	1
241010405	1	1	1
241010405	1	1	1
241010405	1	1	1
241010405	1	1	1
241010405	1	1	0
241010405	1	1	1
241010405	1	1	1
241010405	1	1	1
241030014	1	1	0
241030014	1	0	0
241030014	1	0	0
241030014	1	1	1
241030014	1	1	0
241030014	1	1	1
241030014	1	1	1
241030014	1	1	0
241030014	1	1	0
241030014	1	0	0
241030014	1	1	1
241030014	1	1	1
241030014	1	1	0
241030014	1	1	1
241030014	1	1	1
241030014	1	1	0
241030014	1	1	1
241030014	1	1	1
241030014	1	1	0
241030014	1	1	0
241030014	1	1	1
241030014	1	1	0
241030014	1	1	1
241030014	1	1	0
241030014	1	1	1
241040010	1	1	0
241040010	1	1	0
241040010	1	1	1
241040010	1	1	1
241040010	1	1	1
241040010	1	1	1
241040010	1	1	0
241040010	1	1	1
241040010	1	1	1
241040010	1	1	1
241040010	1	1	1
241040010	1	1	1
241040010	1	1	0
241040010	1	1	1
241040010	1	1	0
241040010	1	1	1
241040010	1	1	1
241040010	1	1	1
241040010	1	1	1
241040010	1	1	1
241040010	1	1	1
241040010	1	1	0
241040010	1	1	1
241040010	1	1	0
