"userId","trialNumber","stimulus","knocked","scoreChange"
23871,383,3,0,0
23871,385,4,0,50
23871,386,4,0,50
23871,387,3,0,0
23871,388,2,1,0
23871,389,3,0,0
23871,390,1,1,50
23871,391,1,1,0
23871,392,3,0,0
23871,393,2,1,0
23871,394,3,0,0
23871,395,4,0,50
23871,396,2,1,50
23871,397,3,0,0
23871,398,1,1,0
23871,399,3,0,50
23871,400,3,0,50
23871,367,1,1,50
23871,368,1,1,50
23871,369,1,1,50
23871,370,1,1,50
23871,371,1,1,50
23871,301,1,1,50
23871,302,3,0,0
23871,303,3,0,50
23871,304,3,0,0
23871,305,4,0,0
23871,306,1,1,50
23871,307,2,1,0
23871,308,1,1,50
23871,309,1,1,50
23871,310,1,1,50
23871,311,3,0,50
23871,312,2,1,0
23871,313,3,0,50
23871,314,2,1,50
23871,315,1,1,50
23871,316,3,0,0
23871,317,3,0,0
23871,318,2,1,0
23871,319,3,1,-50
23871,320,2,1,0
23871,321,4,0,50
23871,322,3,0,0
23871,323,1,1,50
23871,324,3,0,0
23871,325,2,1,0
23871,326,4,0,0
23871,327,3,0,50
23871,328,1,1,0
23871,329,4,0,50
23871,330,3,0,0
23871,331,3,0,0
23871,332,1,1,0
23871,333,1,1,50
23871,334,2,1,0
23871,335,1,1,50
23871,336,3,0,0
23871,337,1,1,50
23871,338,2,1,0
23871,339,3,1,-50
23871,340,3,0,0
23871,341,3,0,0
23871,342,4,0,50
23871,343,1,1,50
23871,344,1,1,50
23871,345,3,0,50
23871,346,1,1,50
23871,347,3,0,0
23871,350,4,0,50
23871,351,2,1,0
23871,352,4,0,50
23871,353,4,0,0
23871,354,1,1,0
23871,355,3,0,0
23871,356,1,1,0
23871,357,2,1,0
23871,358,3,0,0
23871,359,1,1,50
23871,360,3,0,0
23871,361,3,0,0
23871,362,1,1,50
23871,363,4,0,50
23871,364,4,0,50
23871,365,4,0,0
23871,366,1,1,50
23871,372,1,1,50
23871,373,3,0,0
23871,374,4,0,50
23871,375,1,1,50
23871,376,3,0,0
23871,377,1,1,50
23871,378,1,1,50
23871,379,3,0,0
23871,380,1,1,50
23871,381,3,0,0
23871,382,2,1,50
23871,384,1,1,0
23871,348,2,1,0
23871,349,1,1,0
210050,299,2,0,-50
210050,300,2,1,0
210050,301,3,1,-50
210050,302,3,1,-50
210050,303,4,1,0
210050,304,4,1,-50
210050,305,1,1,50
210050,306,3,0,50
210050,307,1,0,0
210050,308,3,1,-50
210050,309,1,1,0
210050,310,3,0,0
210050,311,1,1,0
210050,312,4,1,0
210050,313,2,0,-50
210050,314,2,1,0
210050,315,1,1,50
210050,316,4,1,0
210050,317,2,1,0
210050,241,3,1,0
210050,242,1,1,0
210050,243,3,1,-50
210050,244,1,1,50
210050,245,1,1,0
210050,246,2,0,-50
210050,247,3,1,-50
210050,248,3,0,0
210050,249,4,0,50
210050,250,1,1,0
210050,251,1,0,0
210050,252,4,1,0
210050,253,1,1,0
210050,254,3,0,0
210050,255,1,1,50
210050,256,2,1,0
210050,257,1,0,0
210050,258,3,1,-50
210050,259,2,0,-50
210050,260,3,0,0
210050,261,2,0,-50
210050,262,1,0,0
210050,263,1,1,50
210050,264,2,1,50
210050,265,1,0,0
210050,266,3,1,0
210050,267,1,0,0
210050,268,3,1,-50
210050,269,1,0,0
210050,270,1,1,50
210050,271,4,1,0
210050,272,3,1,-50
210050,273,3,1,0
210050,274,3,0,0
210050,275,3,1,-50
210050,276,1,1,50
210050,277,2,0,-50
210050,278,1,1,50
210050,279,3,1,0
210050,280,1,1,0
210050,281,4,1,0
210050,282,1,1,50
210050,283,3,0,0
210050,284,1,1,50
210050,285,4,1,0
210050,286,3,0,0
210050,287,3,0,0
210050,288,1,0,0
210050,289,3,1,0
210050,290,4,1,0
210050,291,3,1,-50
210050,292,3,1,0
210050,293,1,0,-50
210050,294,4,1,0
210050,295,1,1,50
210050,296,4,1,-50
210050,297,3,0,50
210050,298,3,1,-50
210050,319,2,0,0
210050,320,3,1,-50
210050,318,1,1,0
210347,247,4,0,50
210347,248,3,0,0
210347,249,3,0,0
210347,250,1,1,0
210347,251,1,1,50
210347,252,1,1,50
210347,253,1,1,50
210347,254,4,1,-50
210347,255,3,0,0
210347,256,1,1,50
210347,257,1,1,50
210347,258,3,0,0
210347,259,3,0,0
210347,260,3,0,0
210347,261,1,1,50
210347,262,2,1,0
210347,263,2,1,0
210347,264,3,0,0
210347,265,3,0,0
210347,266,3,0,0
210347,267,3,0,50
210347,268,3,0,0
210347,269,1,1,50
210347,270,4,0,0
210347,271,3,0,0
210347,272,2,1,0
210347,273,3,0,0
210347,274,1,1,50
210347,282,1,1,50
210347,283,4,0,50
210347,284,4,0,50
