"userId","trialNumber","stimulus","knocked","scoreChange"
210050,161,2,1,0
210050,162,4,1,0
210050,163,4,1,0
210050,164,1,1,50
210050,165,4,1,0
210050,166,1,0,0
210050,167,4,1,0
210050,168,4,1,0
210050,169,4,1,0
210050,170,2,0,-50
210050,171,4,1,0
210050,172,4,1,0
210050,173,1,1,0
210050,174,1,1,50
210050,175,1,1,50
210050,176,4,0,50
210050,177,2,1,0
210050,178,2,0,-50
210050,179,1,1,50
210050,180,4,1,0
210050,181,4,1,0
210050,189,2,0,0
210050,190,3,1,-50
210050,191,1,0,0
210050,192,3,0,0
210050,193,4,1,0
210050,194,4,0,50
210050,195,4,1,0
210050,196,3,0,0
210050,182,2,1,0
210050,183,4,1,0
210050,184,1,0,-50
210050,185,4,1,-50
210050,186,4,1,-50
210050,187,4,1,0
210050,188,4,1,0
210050,197,4,1,0
210050,198,4,1,-50
210050,199,4,1,0
210050,200,1,0,0
210050,201,3,1,-50
210050,202,4,1,-50
210050,203,3,0,50
210050,204,2,0,-50
210050,205,1,1,50
210050,206,1,1,50
210050,207,4,0,50
210050,208,4,0,50
210050,209,4,0,50
210050,210,1,0,-50
210050,211,4,1,0
210050,212,2,0,-50
210050,213,4,1,0
210050,214,4,1,0
210050,215,4,1,-50
210050,216,2,0,-50
210050,217,4,1,0
210050,218,3,1,-50
210050,219,4,0,50
210050,220,2,1,50
210050,221,4,0,50
210050,231,4,1,0
210050,230,4,0,0
210050,232,4,1,0
210050,233,3,0,50
210050,234,3,1,-50
210050,235,4,1,0
210050,236,2,0,-50
210050,237,2,1,0
210050,238,2,1,0
210050,239,4,1,-50
210050,240,4,1,0
210050,222,2,0,0
210050,223,3,0,0
210050,224,2,1,0
210050,225,3,0,0
210050,226,3,1,-50
210050,227,3,1,-50
210050,228,4,1,-50
210050,229,2,0,-50
210347,206,4,0,50
210347,188,1,1,50
210347,189,3,0,0
210347,205,4,0,0
210347,187,3,0,50
210347,192,4,0,50
210347,207,4,0,50
210347,190,1,1,50
210347,191,2,1,0
210347,200,4,0,0
210347,201,4,0,50
210347,202,4,0,50
210347,203,4,0,50
210347,204,2,1,50
210347,193,3,0,0
210347,194,3,0,0
210347,195,4,0,50
210347,196,4,0,50
210347,197,4,0,50
210347,198,3,0,50
210347,199,2,0,-50
210347,208,4,0,50
210347,209,4,0,50
210347,210,4,0,50
210347,211,4,0,50
210347,212,4,0,50
210347,213,2,1,0
210347,214,2,1,0
210347,215,3,0,0
210347,216,1,0,0
210347,217,4,0,50
210347,218,2,1,50
210347,219,1,1,50
210347,220,3,0,50
210347,221,4,0,50
210347,222,4,0,50
210347,223,4,0,50
210347,224,3,0,0
210347,225,1,1,0
210347,226,4,0,50
210347,227,4,0,50
210347,228,3,0,0
210347,229,1,1,50
210347,230,4,0,50
210347,231,4,0,0
210347,161,2,1,0
210347,162,3,0,0
210347,163,4,1,0
210347,164,2,0,-50
210347,236,4,0,50
210347,237,2,1,50
210347,238,1,1,50
210347,239,4,0,50
210347,240,4,0,50
210347,173,3,0,0
210347,174,4,0,50
210347,175,1,0,0
210347,176,3,0,0
210347,177,4,0,50
210347,165,4,1,0
210347,166,2,1,0
210347,167,4,0,50
210347,168,2,0,-50
210347,169,2,1,50
210347,170,4,0,50
210347,171,4,0,0
210347,172,1,1,50
210347,186,4,0,50
210347,178,2,0,-50
210347,179,4,0,50
210347,180,4,0,50
210347,181,2,1,50
210347,182,2,1,0
210347,183,4,0,50
210347,184,4,0,50
210347,185,1,1,50
210347,235,1,1,50
210347,232,4,0,0
210347,233,2,1,50
210347,234,1,1,50
210483,161,2,1,0
210483,162,2,1,0
210483,163,2,1,50
210483,164,2,0,0
210483,165,2,0,0
210483,166,1,1,0
210483,167,2,1,0
210483,168,3,1,0
210483,169,2,1,50
210483,170,4,1,0
210483,171,1,0,0
210483,172,4,0,50
210483,173,4,1,0
210483,174,3,1,-50
210483,175,1,1,0
210483,176,4,0,50
210483,177,2,0,-50
210483,178,2,0,0
210483,179,3,1,-50
210483,180,2,1,0
210483,181,2,1,0
210483,182,1,1,50
210483,183,3,1,-50
210483,184,1,1,50
210483,185,2,0,-50
210483,186,1,1,50
210483,187,2,1,0
210483,188,2,1,0
210483,189,4,1,0
210483,190,3,1,-50
210483,191,2,1,0
210483,192,1,0,-50
210483,193,2,1,0
210483,194,2,1,0
210483,195,4,0,50
210483,196,2,1,0
210483,197,2,1,50
210483,198,2,0,-50
210483,199,4,1,0
210483,200,4,0,50
210483,201,4,1,0
210483,202,2,1,50
210483,203,2,0,-50
210483,204,4,1,0
210483,205,1,1,50
210483,206,2,1,0
210483,207,1,1,50
210483,208,4,1,0
210483,209,2,1,50
210483,210,2,1,0
210483,211,2,1,50
210483,212,1,1,50
210483,213,3,1,0
210483,214,2,1,0
210483,215,3,1,-50
210483,216,2,1,0
210483,217,2,1,0
210483,218,2,1,0
210483,219,1,1,0
210483,220,2,1,0
210483,221,4,1,0
210483,222,4,1,0
210483,223,2,0,-50
210483,224,2,0,-50
210483,225,1,1,50
210483,226,4,1,0
210483,227,4,1,0
210483,228,3,1,0
210483,229,2,1,0
210483,230,2,1,50
210483,231,2,1,0
210483,232,4,1,0
210483,233,2,1,50
210483,234,2,1,0
210483,235,3,1,-50
210483,236,3,1,-50
210483,237,2,1,0
210483,238,2,1,0
210483,239,3,1,-50
210483,240,3,1,-50
220109,233,2,0,-50
220109,234,3,1,-50
220109,235,2,0,0
220109,236,3,0,0
220109,237,2,1,0
220109,238,2,1,0
220109,239,2,1,0
220109,240,2,1,50
220109,161,2,1,0
220109,162,3,1,-50
220109,163,2,1,0
220109,164,2,1,0
220109,165,3,1,-50
220109,166,4,1,0
220109,167,2,1,0
220109,168,2,1,0
220109,169,4,1,-50
220109,170,2,0,-50
220109,171,2,1,50
220109,172,3,0,50
220109,173,4,1,0
220109,174,2,1,0
220109,175,2,0,-50
220109,176,3,0,0
220109,177,2,0,-50
220109,178,4,1,-50
220109,179,2,0,-50
220109,180,2,1,0
220109,181,4,1,0
220109,182,4,1,0
220109,183,2,1,50
220109,184,1,1,50
220109,185,4,1,0
220109,186,1,1,50
220109,187,1,1,0
220109,188,3,1,-50
220109,189,2,0,-50
220109,190,1,1,50
220109,191,2,1,50
220109,192,4,1,-50
220109,193,1,0,0
220109,194,4,1,0
220109,195,2,1,0
220109,196,1,1,50
220109,197,2,1,0
220109,198,4,0,50
220109,199,1,1,50
220109,200,2,1,0
220109,201,2,0,0
220109,202,3,1,-50
220109,203,2,0,-50
220109,204,3,1,-50
220109,205,4,0,50
220109,206,2,0,-50
220109,207,2,1,0
220109,208,1,1,50
220109,209,2,1,0
220109,210,2,1,0
220109,211,3,1,-50
220109,212,3,0,0
220109,213,4,1,-50
220109,214,2,1,0
220109,215,2,1,50
220109,216,2,1,0
220109,217,1,1,0
220109,218,2,1,0
220109,219,2,0,-50
220109,220,4,1,0
220109,221,2,1,0
220109,222,4,1,0
220109,223,2,0,-50
220109,224,4,1,0
220109,225,2,0,-50
220109,226,4,0,0
220109,227,2,0,0
220109,228,2,1,50
220109,229,3,0,50
220109,230,1,1,50
220109,231,1,1,50
220109,232,1,1,50
220519,161,4,1,0
220519,162,2,1,0
220519,163,2,0,-50
220519,164,2,1,0
220519,165,2,1,50
220519,166,1,0,0
220519,167,2,1,0
220519,168,1,1,50
220519,169,3,0,0
220519,170,2,1,0
220519,171,4,1,0
220519,172,1,1,50
220519,173,3,0,50
220519,174,2,1,50
220519,175,2,1,0
220519,176,1,1,50
220519,177,3,0,0
220519,178,4,0,50
220519,179,2,1,0
220519,180,2,1,0
220519,181,2,1,0
220519,182,4,0,50
220519,183,3,0,0
220519,184,4,0,50
220519,185,2,1,0
220519,186,3,0,0
220519,187,2,1,0
220519,188,2,1,0
220519,189,1,0,0
220519,190,2,1,0
220519,191,4,1,0
220519,192,1,1,50
220519,193,1,1,50
220519,194,3,0,0
220519,195,2,1,0
220519,196,2,1,50
220519,197,2,1,0
220519,198,4,1,0
220519,199,1,1,50
220519,200,2,1,0
220519,201,1,1,50
220519,202,2,1,0
220519,203,2,1,0
220519,204,4,0,50
220519,205,2,1,50
220519,206,1,1,50
220519,207,2,1,0
220519,208,1,1,0
220519,209,4,0,50
220519,210,2,1,0
220519,211,2,1,0
220519,212,2,1,0
220519,213,4,0,50
220519,214,3,0,0
220519,215,2,1,50
220519,216,2,1,0
220519,217,2,1,0
220519,218,2,1,0
220519,219,4,0,50
220519,220,2,1,50
220519,221,2,1,0
220519,222,3,0,50
220519,223,3,0,0
220519,224,3,0,50
220519,225,4,0,50
220519,226,3,0,50
220519,227,4,0,0
220519,228,4,0,0
220519,229,2,1,0
220519,230,2,1,50
220519,231,2,1,0
220519,232,2,1,0
220519,233,2,1,0
220519,234,1,1,50
220519,235,2,1,0
220519,236,2,1,50
220519,237,4,0,50
220519,238,2,1,0
220519,239,3,0,0
220519,240,4,0,50
220933,161,3,0,0
220933,162,2,1,0
220933,163,4,0,50
220933,164,2,1,0
220933,165,2,1,0
220933,166,2,1,0
220933,167,2,1,0
220933,168,2,1,50
220933,169,4,0,50
220933,170,2,1,0
220933,171,3,0,0
220933,172,1,1,50
220933,173,4,0,50
220933,174,2,1,0
220933,175,2,1,0
220933,176,4,0,50
220933,177,1,1,50
220933,178,2,1,0
220933,179,1,1,50
220933,180,3,0,0
220933,181,1,1,50
220933,182,2,1,0
220933,183,1,1,50
220933,184,4,0,0
220933,185,1,1,50
220933,186,2,1,0
220933,187,2,1,0
220933,188,4,0,50
220933,189,2,1,0
220933,190,2,1,0
220933,191,3,0,0
220933,192,4,0,50
220933,193,4,0,0
220933,194,2,1,0
220933,195,1,1,0
220933,196,1,1,50
220933,197,4,0,50
220933,198,3,0,50
220933,199,2,1,0
220933,200,1,1,50
220933,201,3,0,0
220933,202,2,1,0
220933,203,2,1,0
220933,204,2,1,0
220933,205,1,1,50
220933,206,2,1,50
220933,207,2,1,0
220933,208,2,1,0
220933,209,3,0,0
220933,210,2,1,0
220933,211,2,1,0
220933,212,2,1,0
220933,213,2,1,50
220933,214,4,0,50
220933,215,2,1,0
220933,216,2,1,0
220933,217,2,1,0
220933,218,2,1,0
220933,219,2,1,0
220933,220,2,1,0
220933,221,4,0,50
220933,222,2,1,50
220933,223,3,0,0
220933,224,3,0,0
