"userId","trialNumber","stimulus","knocked","scoreChange"
23871,128,1,1,0
23871,125,2,1,50
23871,148,3,0,0
23871,149,3,0,0
23871,150,2,1,0
23871,151,4,1,-50
23871,126,2,1,50
23871,127,2,1,0
23871,141,2,1,0
23871,142,2,1,0
23871,143,1,1,50
23871,144,4,1,-50
23871,145,2,1,0
23871,161,4,1,0
23871,162,2,1,0
23871,163,2,1,0
23871,164,4,0,50
23871,165,4,0,0
23871,166,1,1,50
23871,167,1,1,50
23871,168,4,0,50
23871,169,2,1,0
23871,170,3,0,50
23871,171,4,0,0
23871,172,4,0,50
23871,173,2,1,0
23871,174,4,0,50
23871,175,4,0,50
23871,176,1,1,50
23871,177,3,0,0
23871,178,2,1,50
23871,179,3,0,0
23871,180,4,0,50
23871,181,1,1,50
23871,182,2,1,0
23871,183,4,0,50
23871,184,4,0,50
23871,185,2,1,0
23871,186,4,0,50
23871,187,4,0,50
23871,146,2,1,50
23871,147,2,1,0
23871,190,4,0,50
23871,191,2,1,0
23871,192,3,0,50
23871,193,2,1,0
23871,194,4,0,0
23871,195,4,0,50
23871,196,2,1,0
23871,197,1,1,50
23871,198,4,0,0
23871,199,1,1,50
23871,200,3,0,0
23871,188,4,0,50
23871,189,1,1,50
23871,107,2,1,0
23871,108,1,1,50
23871,109,4,1,0
23871,110,2,1,0
23871,111,3,0,0
23871,112,3,0,0
23871,113,2,1,0
23871,114,4,1,0
23871,115,4,1,0
23871,116,4,1,0
23871,117,4,1,0
23871,118,4,1,0
23871,119,3,0,50
23871,120,4,1,0
23871,121,4,1,0
23871,122,2,1,0
23871,123,2,1,50
23871,124,4,1,0
23871,129,3,0,0
23871,130,4,1,0
23871,131,3,0,0
23871,132,4,1,0
23871,133,2,1,0
23871,134,4,1,0
23871,135,3,0,50
23871,136,1,1,50
23871,137,4,1,0
23871,138,3,0,0
23871,139,4,1,0
23871,140,2,0,-50
23871,101,2,1,0
23871,102,2,1,50
23871,152,2,1,0
23871,153,2,1,0
23871,154,1,1,50
23871,155,1,1,50
23871,156,2,1,50
23871,157,2,1,0
23871,158,1,1,50
23871,159,2,1,0
23871,160,2,1,0
23871,103,3,0,0
23871,104,1,1,50
23871,105,4,1,0
23871,106,2,1,0
210050,125,2,1,0
210050,126,4,1,-50
210050,127,4,0,0
210050,128,2,1,0
210050,129,4,1,0
210050,130,2,1,0
210050,131,3,0,50
210050,132,4,1,-50
210050,133,2,1,0
210050,134,4,0,50
210050,135,1,0,0
210050,136,3,1,0
210050,137,4,0,50
210050,138,3,1,-50
210050,139,2,1,50
210050,140,3,0,0
210050,141,2,1,0
210050,149,2,1,0
210050,150,4,0,0
210050,151,2,1,0
210050,152,2,1,0
210050,153,1,0,0
210050,154,2,1,50
210050,155,2,1,0
210050,156,4,1,0
210050,157,1,1,50
210050,158,4,1,0
210050,159,2,1,0
210050,160,4,0,0
210050,142,4,1,0
210050,143,4,0,0
210050,144,2,1,0
210050,145,3,1,-50
210050,146,4,0,0
210050,147,1,1,50
210050,148,1,0,0
210050,81,1,1,50
