"userId","trialNumber","stimulus","knocked","scoreChange"
210241,161,2,1,0
210241,162,1,1,50
210241,163,2,1,50
210241,164,1,1,50
210241,165,2,1,0
210241,166,2,1,50
210241,167,4,1,0
210241,168,2,1,0
210241,169,4,0,50
210241,170,1,1,50
210241,171,2,1,0
210241,172,3,0,0
210241,173,2,1,50
210241,174,4,0,50
210241,175,4,0,0
210241,176,2,1,0
210241,177,3,0,0
210241,178,2,0,0
210241,179,4,0,50
210241,180,2,1,0
210241,181,2,1,0
210241,182,4,0,50
210241,183,4,0,50
210241,184,2,1,0
210241,185,4,0,50
210241,186,1,1,50
210241,187,4,0,50
210241,188,3,0,0
210241,189,4,0,50
210241,190,2,1,0
210241,191,2,1,0
210241,192,3,0,0
210241,193,2,1,0
210241,194,4,0,50
210241,195,1,1,50
210241,196,2,1,0
210241,197,2,1,0
210241,198,2,1,0
210241,199,4,0,50
210241,200,4,0,0
210241,201,2,1,0
210241,202,2,1,50
210241,203,3,0,50
210241,204,3,0,0
210241,205,2,1,0
210241,206,2,1,0
210241,207,2,1,0
210241,208,4,0,50
210241,209,3,0,0
210241,210,3,0,0
210241,211,2,1,0
210241,212,2,1,0
210241,213,2,1,0
210241,214,2,1,0
210241,215,2,1,0
210241,216,2,1,0
210241,217,2,1,0
210241,218,2,1,0
210241,219,3,0,0
210241,220,1,1,50
210241,221,3,0,0
210241,222,2,1,0
210241,223,1,1,50
210241,224,2,1,0
210241,225,2,1,0
210241,226,3,0,0
210241,227,4,0,0
210241,228,4,0,50
210241,229,1,1,50
210241,230,1,1,50
210241,231,2,1,0
210241,232,2,1,0
210241,233,2,1,0
210241,234,2,1,0
210241,235,2,1,0
210241,236,2,1,0
210241,237,1,1,50
210241,238,1,1,50
210241,239,1,1,50
210241,240,3,0,0
210306,161,4,1,0
210306,162,4,1,-50
210306,163,3,1,-50
210306,164,4,0,50
210306,165,4,0,0
210306,166,1,0,0
210306,167,3,1,-50
210306,168,4,0,50
210306,169,2,1,50
210306,170,3,1,-50
210306,171,4,1,0
210306,172,4,1,0
210306,173,2,1,0
210306,174,1,1,50
210306,175,1,1,0
210306,176,4,1,-50
210306,177,4,1,0
210306,178,1,1,50
210306,179,1,1,50
210306,180,2,1,0
210306,181,3,1,-50
210306,182,4,1,0
210306,183,4,1,0
210306,184,3,1,-50
210306,185,2,1,50
210306,186,2,1,0
210306,187,4,0,50
210306,188,4,0,0
210306,189,2,1,50
210306,190,4,0,50
210306,191,4,0,50
210306,192,4,0,50
210306,193,2,0,-50
210306,194,2,1,0
210306,195,4,0,50
210306,196,1,0,0
210306,197,3,1,-50
210306,198,4,1,0
210306,199,4,1,-50
210306,200,2,1,50
210306,201,4,0,0
210306,202,4,0,50
