"userId","trialNumber","stimulus","knocked","scoreChange"
210241,241,3,0,0
210241,242,3,0,50
210241,243,3,0,0
210241,244,4,0,50
210241,245,1,1,0
210241,246,2,1,0
210241,247,2,1,0
210241,248,3,0,0
210241,249,1,1,50
210241,250,2,1,50
210241,251,4,0,50
210241,252,1,1,50
210241,253,1,1,0
210241,254,1,1,0
210241,255,3,0,50
210241,256,4,0,0
210241,257,1,1,50
210241,258,4,0,50
210241,259,4,0,50
210241,260,1,1,50
210241,261,4,0,50
210241,262,1,1,0
210241,263,3,0,0
210241,264,3,0,0
210241,265,3,0,50
210241,266,3,0,0
210241,267,3,0,0
210241,268,1,1,50
210241,269,4,0,0
210241,270,3,0,0
210241,271,3,0,0
210241,272,3,0,0
210241,273,3,0,0
210241,274,1,1,50
210241,275,3,0,50
210241,276,1,1,50
210241,277,1,1,50
210241,278,1,1,50
210241,279,2,1,0
210241,280,1,1,0
210241,281,1,1,0
210241,282,2,1,50
210241,283,2,1,0
210241,284,2,1,0
210241,285,3,1,-50
210241,286,2,1,50
210241,287,1,1,50
210241,288,4,0,50
210241,289,1,1,50
210241,290,1,1,50
210241,291,1,1,50
210241,292,1,1,50
210241,293,3,0,0
210241,294,3,0,50
210241,295,3,0,0
210241,296,1,1,50
210241,297,1,1,50
210241,298,3,0,0
210241,299,2,1,0
210241,300,3,0,0
210241,301,1,1,50
210241,302,4,0,50
210241,303,3,0,0
210241,304,2,1,0
210241,305,1,1,50
210241,306,3,0,0
210241,307,3,0,50
210241,308,2,1,50
210241,309,4,0,50
210241,310,2,1,0
210241,311,1,1,50
210241,312,3,0,0
210241,313,1,1,50
210241,314,3,0,0
210241,315,3,0,0
210241,316,1,1,50
210241,317,4,1,0
210241,318,4,0,50
210241,319,3,0,0
210241,320,1,1,50
210306,260,3,0,0
210306,261,1,1,50
210306,262,1,1,0
210306,263,2,0,-50
210306,272,1,1,50
210306,273,3,1,-50
210306,274,1,1,50
210306,275,2,1,0
210306,276,1,1,50
210306,277,3,1,-50
210306,278,3,0,0
210306,279,3,0,0
210306,280,3,0,0
210306,241,1,0,0
210306,242,3,1,-50
210306,243,4,1,0
210306,244,3,0,0
210306,245,1,1,0
210306,246,3,0,0
210306,247,1,0,-50
210306,248,4,1,0
210306,249,3,1,-50
210306,250,1,1,0
210306,251,1,1,50
210306,252,1,1,50
210306,253,3,0,0
210306,254,1,1,50
210306,255,4,1,0
210306,256,1,0,0
210306,257,3,0,0
210306,258,3,0,0
210306,259,1,1,0
210306,300,2,1,0
210306,301,4,1,0
210306,302,2,1,0
210306,303,3,1,-50
210306,304,3,0,0
210306,305,1,1,50
210306,306,3,0,0
210306,307,4,1,0
210306,308,1,1,50
210306,309,3,0,0
210306,310,1,1,50
210306,311,2,1,0
210306,312,3,0,0
210306,313,3,0,0
210306,314,4,1,0
210306,315,4,1,-50
210306,316,3,1,-50
210306,317,3,1,-50
210306,318,4,0,50
210306,319,1,1,50
210306,320,4,1,0
210306,281,2,0,-50
210306,282,4,1,-50
210306,283,3,0,0
210306,284,4,0,50
210306,285,1,0,0
210306,286,4,0,50
210306,287,1,0,-50
210306,288,3,1,-50
210306,289,3,1,-50
210306,290,3,0,50
210306,291,3,0,0
210306,292,1,0,0
210306,293,2,0,-50
210306,294,1,1,50
210306,295,1,1,0
210306,296,1,1,0
210306,297,1,1,50
210306,298,1,0,0
210306,299,2,0,-50
210306,267,3,1,-50
210306,264,2,1,0
210306,265,2,1,0
210306,266,2,1,0
210306,271,3,1,-50
210306,268,1,1,50
210306,269,2,1,0
210306,270,1,1,50
210311,243,2,1,0
210311,244,3,0,0
210311,245,4,0,0
210311,246,1,1,50
210311,247,3,0,50
210311,248,2,1,50
210311,249,3,0,0
210311,250,1,1,50
210311,251,1,1,50
210311,252,1,1,50
210311,253,4,0,50
210311,254,3,0,0
210311,255,4,0,50
210311,256,4,0,50
